original,translated,lang
not hating the art others create.,दूसरों द्वारा बनाई गई कला से नफरत नहीं करना।,hi
not hating the art others create.,no odiar el arte que otros crean.,es
not hating the art others create.,não odiar a arte que outros criam.,pt
punishing a child that plays pranks on others.,معاقبة الطفل الذي يمارس المقالب على الآخرين.,ar
punishing a child that plays pranks on others.,惩罚对别人恶作剧的孩子。,zh-CN
punishing a child that plays pranks on others.,punir un enfant qui fait des farces aux autres.,fr
punishing a child that plays pranks on others.,"ein Kind bestrafen, das anderen Streiche spielt.",de
punishing a child that plays pranks on others.,उस बच्चे को दंडित करना जो दूसरों के साथ मज़ाक करता है।,hi
punishing a child that plays pranks on others.,Castigar a un niño que gasta bromas a otros.,es
punishing a child that plays pranks on others.,punir uma criança que prega peças em outras pessoas.,pt
having a sexual fantasy about almost anything you find stimulating.,وجود خيال جنسي حول أي شيء تقريبًا تجده محفزًا.,ar
having a sexual fantasy about almost anything you find stimulating.,对几乎所有你觉得刺激的事物都有性幻想。,zh-CN
having a sexual fantasy about almost anything you find stimulating.,avoir un fantasme sexuel sur presque tout ce que vous trouvez stimulant.,fr
having a sexual fantasy about almost anything you find stimulating.,"eine sexuelle Fantasie über fast alles haben, was Sie anregend finden.",de
having a sexual fantasy about almost anything you find stimulating.,लगभग हर उस चीज़ के बारे में यौन कल्पना करना जो आपको उत्तेजक लगती है।,hi
having a sexual fantasy about almost anything you find stimulating.,tener una fantasía sexual sobre casi cualquier cosa que le resulte estimulante.,es
having a sexual fantasy about almost anything you find stimulating.,ter uma fantasia sexual sobre quase tudo que você acha estimulante.,pt
having someone that takes care of you and feeds you when you're hungry,أن يكون لديك شخص يعتني بك ويطعمك عندما تشعر بالجوع,ar
having someone that takes care of you and feeds you when you're hungry,有人照顾你并在你饿的时候给你喂食,zh-CN
having someone that takes care of you and feeds you when you're hungry,avoir quelqu'un qui prend soin de toi et te nourrit quand tu as faim,fr
having someone that takes care of you and feeds you when you're hungry,"jemanden zu haben, der sich um dich kümmert und dich füttert, wenn du hungrig bist",de
having someone that takes care of you and feeds you when you're hungry,किसी ऐसे व्यक्ति का होना जो आपकी देखभाल करे और भूख लगने पर आपको खाना खिलाए,hi
having someone that takes care of you and feeds you when you're hungry,tener a alguien que te cuide y te alimente cuando tengas hambre,es
having someone that takes care of you and feeds you when you're hungry,ter alguém que cuida de você e te alimenta quando você está com fome,pt
forcing your grandchildren to eat something they don't want to eat.,إجبار أحفادك على أكل شيء لا يريدون أكله.,ar
forcing your grandchildren to eat something they don't want to eat.,强迫你的孙子吃他们不想吃的东西。,zh-CN
forcing your grandchildren to eat something they don't want to eat.,forcer vos petits-enfants à manger quelque chose qu'ils ne veulent pas manger.,fr
forcing your grandchildren to eat something they don't want to eat.,"Ihre Enkelkinder zwingen, etwas zu essen, das sie nicht essen möchten.",de
forcing your grandchildren to eat something they don't want to eat.,अपने पोते-पोतियों को कुछ ऐसा खाने के लिए मजबूर करना जो वे नहीं खाना चाहते।,hi
forcing your grandchildren to eat something they don't want to eat.,obligar a tus nietos a comer algo que no quieren comer.,es
forcing your grandchildren to eat something they don't want to eat.,forçar seus netos a comer algo que eles não querem.,pt
paying for sex.,دفع ثمن الجنس.,ar
paying for sex.,为性付出代价。,zh-CN
paying for sex.,payer pour du sexe.,fr
paying for sex.,für Sex bezahlen.,de
paying for sex.,सेक्स के लिए भुगतान करना.,hi
paying for sex.,pagar por sexo.,es
paying for sex.,pagando por sexo.,pt
ordering the most expensive things on the menu when someone else is paying.,طلب أغلى الأشياء في القائمة عندما يدفع شخص آخر.,ar
ordering the most expensive things on the menu when someone else is paying.,当别人付钱时，点菜单上最贵的东西。,zh-CN
ordering the most expensive things on the menu when someone else is paying.,commander les choses les plus chères du menu lorsque quelqu'un d'autre paie.,fr
ordering the most expensive things on the menu when someone else is paying.,"die teuersten Gerichte auf der Speisekarte bestellen, wenn jemand anderes bezahlt.",de
ordering the most expensive things on the menu when someone else is paying.,जब कोई अन्य व्यक्ति भुगतान कर रहा हो तो मेनू से सबसे महंगी चीज़ें ऑर्डर करना।,hi
ordering the most expensive things on the menu when someone else is paying.,ordenar las cosas más caras del menú cuando alguien más paga.,es
ordering the most expensive things on the menu when someone else is paying.,pedir as coisas mais caras do cardápio quando outra pessoa está pagando.,pt
giving your heart and soul to others.,إعطاء قلبك وروحك للآخرين.,ar
giving your heart and soul to others.,将你的心和灵魂奉献给他人。,zh-CN
giving your heart and soul to others.,donner son cœur et son âme aux autres.,fr
